Team: 100 Thieves, Player: Boostio, Mouse: Lamzu Maya X Pink, Hz: 8000.0, DPI: 800.0, Sens: 0.233, eDPI: 186.4, Scoped Sens: 1.0, Monitor: LG ULTRAGEAR 27GN750-B, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Rouge, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: HyperX Cloud II, Chair: NULL
Team: Murash Gaming, Player: TENNN, Mouse: Logitech G Pro X Superlight Red, Hz: 1000.0, DPI: 800.0, Sens: 0.288, eDPI: 230.4, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1024x768, Mousepad: VAXEE PA Black, Keyboard: Wooting 60HE+, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Murash Gaming, Player: Reita, Mouse: VAXEE ZYGEN NP-01S Wireless Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.15, eDPI: 240.0, Scoped Sens: 0.9, Monitor: ZOWIE XL2546, Resolution: 1280x960, Mousepad: SteelSeries QcK Heavy, Keyboard: Logitech G915 TKL Carbon, Headset: Logitech G Pro X Headset, Chair: NULL
Team: NAOS Esports, Player: PTC, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Artisan Type-99 Soft Black, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Logitech G Pro X Headset, Chair: Secretlab Titan EVO 2022
Team: Natus Vincere, Player: Crazyface, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 800.0, Sens: 0.28, eDPI: 224.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: ASUS ROG Hone Ace Aim Lab, Keyboard: Wooting 60HE+, Headset: Sony INZONE H9, Chair: Logitech G x Herman Miller Embody
Team: Natus Vincere, Player: ANGE1, Mouse: Razer Deathadder V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.5, eDPI: 400.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Artisan Type-99 Gray, Keyboard: Logitech G Pro X TKL Keyboard Black, Headset: HyperX Cloud Revolver, Chair: NULL
Team: Natus Vincere, Player: hiro, Mouse: Razer Viper V3 Pro Black, Hz: 2000.0, DPI: 1600.0, Sens: 0.13, eDPI: 208.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Type-99 Gray, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: Natus Vincere, Player: Shao, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.35, eDPI: 280.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Logitech G Pro X 60, Headset: HyperX Cloud II, Chair: NULL
Team: Natus Vincere, Player: koalanoob, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: 1.013, Monitor: NULL, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud Stinger II, Chair: Backforce One NAVI Edition
Team: NEXGA, Player: Hakka, Mouse: Razer Viper V3 Pro Black, Hz: 8000.0, DPI: 800.0, Sens: 0.27, eDPI: 216.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: NOEZ FOXX, Player: Fisker, Mouse: ZOWIE EC2-C, Hz: 1000.0, DPI: 800.0, Sens: 0.35, eDPI: 280.0, Scoped Sens: 1.0, Monitor: Lenovo Legion Y25-25, Resolution: 1920x1080, Mousepad: VAXEE PA FunSpark, Keyboard: SteelSeries Apex Pro TKL, Headset: Logitech G Pro X Headset, Chair: NULL
Team: NOEZ FOXX, Player: Esperanza, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: HyperX Alloy FPS, Headset: HyperX Cloud II, Chair: NULL
Team: Nongshim RedForce, Player: Xross, Mouse: Razer Viper V2 Pro Black, Hz: 4000.0, DPI: 800.0, Sens: 0.23, eDPI: 184.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: SteelSeries Apex Pro Mini Black, Headset: NULL, Chair: NULL
Team: NRG, Player: brawk, Mouse: ZOWIE U2, Hz: 1000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: NULL, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: ZOWIE G-SR-SE Rouge, Keyboard: Wooting 60HE+, Headset: NULL, Chair: NULL
Team: NRG, Player: Shanks, Mouse: Logitech G Pro X Superlight 2 Dex Black, Hz: 1000.0, DPI: 800.0, Sens: 0.22, eDPI: 176.0, Scoped Sens: 1.0, Monitor: ASUS PG248QP, Resolution: 1920x1080, Mousepad: VAXEE PB Black, Keyboard: ASUS ROG Falchion RX Low Profile, Headset: HyperX Cloud II, Chair: Secretlab Titan EVO 2022
Team: NRG, Player: s0m, Mouse: Logitech G Pro X Superlight 2 White, Hz: 1000.0, DPI: 400.0, Sens: 0.8, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: Wooting 60HE+, Headset: HyperX Cloud Alpha, Chair: DXRacer Prince
Team: NRG, Player: Ethan, Mouse: ASUS ROG Keris II Ace, Hz: 1000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: 0.8, Monitor: ZOWIE XL2540, Resolution: 1440x1080, Mousepad: Lethal Gaming Gear Saturn, Keyboard: ASUS ROG Falchion RX Low Profile, Headset: HyperX Cloud II, Chair: NULL
Team: NRG, Player: ethos, Mouse: Lamzu Maya X White, Hz: 2000.0, DPI: 1600.0, Sens: 0.1, eDPI: 160.0, Scoped Sens: 0.69, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: ESPTIGER Tang Dao, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: NRG, Player: FNS, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 400.0, Sens: 0.55, eDPI: 220.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Artisan FX Hien XSoft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: Razer Iskur
Team: NRG, Player: mada, Mouse: Logitech G Pro X Superlight 2 White, Hz: 1000.0, DPI: 800.0, Sens: 0.42, eDPI: 336.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan FX Hien Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II Gun Metal, Chair: NULL
Team: Ovation Esports, Player: Luzuh, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.541, eDPI: 216.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2540, Resolution: 1280x960, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro, Headset: Razer BlackShark V2, Chair: NULL
Team: Paper Rex, Player: something, Mouse: Logitech G Pro X Superlight 2 Magenta, Hz: 2000.0, DPI: 800.0, Sens: 0.6, eDPI: 480.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE ROUGE II, Keyboard: Pulsar PCMK 2 HE TKL, Headset: HyperX Cloud III, Chair: Secretlab Titan Evo Paper Rex Edition
Team: Paper Rex, Player: d4v41, Mouse: Logitech G Pro X Superlight 2 Magenta, Hz: 1000.0, DPI: 900.0, Sens: 0.31, eDPI: 279.0, Scoped Sens: 1.15, Monitor: ZOWIE XL2566X+, Resolution: 1280x1024, Mousepad: SteelSeries Dex, Keyboard: Yuki Aim 65% Keyboard, Headset: Razer BlackShark V2 Pro White, Chair: Secretlab Titan Evo Paper Rex Edition
Team: Paper Rex, Player: PatMen, Mouse: VAXEE ZYGEN NP-01S Wireless Pink, Hz: 1000.0, DPI: 1600.0, Sens: 0.125, eDPI: 200.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546X+, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Orange, Keyboard: Wooting 60HE+, Headset: SteelSeries Arctis Nova Pro, Chair: Secretlab Titan Evo Paper Rex Edition
Team: Paper Rex, Player: f0rsakeN, Mouse: Lamzu Maya X White, Hz: 2000.0, DPI: 800.0, Sens: 0.602, eDPI: 481.6, Scoped Sens: 1.0, Monitor: ZOWIE XL2566X+, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud III, Chair: Secretlab Titan Evo Paper Rex Edition
Team: Paper Rex, Player: mindfreak, Mouse: VAXEE ZYGEN NP-01S Wireless White, Hz: 2000.0, DPI: 400.0, Sens: 0.42, eDPI: 168.0, Scoped Sens: 0.9, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Razer Huntsman V3 Pro TKL White, Headset: Razer BlackShark V2 Pro White, Chair: Secretlab Titan Evo Paper Rex Edition
Team: Paper Rex, Player: Jinggg, Mouse: G-Wolves Hati S+ 4K, Hz: 2000.0, DPI: 1600.0, Sens: 0.195, eDPI: 312.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Artisan Hayate Otsu XSoft Black, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 HyperSpeed, Chair: Secretlab Titan Evo Paper Rex Edition
Team: Paper Rex, Player: cgrs, Mouse: Pulsar X2, Hz: 1000.0, DPI: 400.0, Sens: 0.66, eDPI: 264.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1280x1024, Mousepad: Artisan Hayate Otsu Soft Black, Keyboard: Wooting 60HE+, Headset: NULL, Chair: NULL
Team: QoR, Player: LOGAN, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.175, eDPI: 140.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: NULL, Mousepad: SteelSeries QcK Heavy, Keyboard: Razer Huntsman V3 Pro, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: RED Canids, Player: RgLM, Mouse: Razer Viper V3 Pro Black, Hz: NULL, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: NULL, Monitor: NULL, Resolution: NULL, Mousepad: ZOWIE G-SR-SE Gris, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: HyperX Cloud II, Chair: NULL
Team: REJECT, Player: Sayaplayer, Mouse: HITSCAN Hyperlight Black, Hz: 1000.0, DPI: 1000.0, Sens: 0.339, eDPI: 339.0, Scoped Sens: 0.9, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: VAXEE PA Pcute, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II Wireless, Chair: Secretlab x T1 Gaming Chair
Team: Retired, Player: Laz, Mouse: Logitech G Pro X Superlight 2 Dex Black, Hz: 4000.0, DPI: 400.0, Sens: 0.54, eDPI: 216.0, Scoped Sens: 0.75, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: VAXEE PB Black, Keyboard: ZENAIM Keyboard, Headset: Logitech G Pro X Wireless Headset, Chair: NULL
Team: Retired, Player: iNTRO, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.432, eDPI: 172.8, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1280x1024, Mousepad: Artisan Hayate Otsu Soft Black, Keyboard: Wooting 60HE+, Headset: Sennheiser GSP 600, Chair: NULL
Team: Rex Regum Qeon, Player: Kush, Mouse: VAXEE E1 Wireless Red, Hz: 2000.0, DPI: 1600.0, Sens: 0.194, eDPI: 310.4, Scoped Sens: 1.0, Monitor: NULL, Resolution: NULL, Mousepad: SteelSeries QcK+, Keyboard: Wooting 60HE+, Headset: NULL, Chair: NULL
Team: Rex Regum Qeon, Player: xffero, Mouse: G-Wolves Hati S+ 4K, Hz: NULL, DPI: 1600.0, Sens: 0.125, eDPI: 200.0, Scoped Sens: NULL, Monitor: NULL, Resolution: 1280x960, Mousepad: SteelSeries QcK Heavy, Keyboard: Wooting 60HE+, Headset: HyperX Cloud III, Chair: Razer Iskur V2
Team: Rex Regum Qeon, Player: Monyet, Mouse: VAXEE ZYGEN NP-01 Wireless Blue, Hz: 1000.0, DPI: 400.0, Sens: 0.632, eDPI: 252.8, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Logitech G640 Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II Pink, Chair: NULL
Team: Rex Regum Qeon, Player: crazyguy, Mouse: Pulsar Xlite V3 Es Black, Hz: 1000.0, DPI: 800.0, Sens: 0.273, eDPI: 218.4, Scoped Sens: 1.0, Monitor: ZOWIE XL2566X+, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Wooting 60HE+, Headset: HyperX Cloud III Wireless, Chair: NULL
Team: Riddle Order, Player: Seoldam, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.155, eDPI: 248.0, Scoped Sens: 0.95, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Logitech G Pro X Wireless Headset, Chair: NULL
Team: S2G, Player: pAura, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 400.0, Sens: 0.6, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: SteelSeries QcK+, Keyboard: HyperX Alloy FPS Pro, Headset: HyperX Cloud II, Chair: NULL
Team: S2G, Player: Turko, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 400.0, Sens: 0.6, eDPI: 240.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: HyperX Fury S Pro, Keyboard: HyperX Alloy FPS, Headset: HyperX Cloud II, Chair: NULL
Team: S2G, Player: reazy, Mouse: Xtrfy M4 Wireless White, Hz: NULL, DPI: 800.0, Sens: 0.22, eDPI: 176.0, Scoped Sens: NULL, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: NULL, Keyboard: NULL, Headset: HyperX Cloud II, Chair: NULL
Team: Sentinels, Player: Zellsis, Mouse: Razer Viper V3 Pro Sentinels Edition, Hz: 1000.0, DPI: 800.0, Sens: 0.215, eDPI: 172.0, Scoped Sens: 0.82, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro White, Chair: Razer Iskur V2
Team: Sentinels, Player: SicK, Mouse: Logitech G900, Hz: 1000.0, DPI: 800.0, Sens: 0.235, eDPI: 188.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Logitech G640 Original, Keyboard: HyperX Alloy FPS Pro, Headset: HyperX Cloud II, Chair: NULL
Team: Sentinels, Player: zombs, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 400.0, Sens: 0.54, eDPI: 216.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2540, Resolution: 1920x1080, Mousepad: Logitech G640 Original, Keyboard: Gamesense Clutch, Headset: HyperX Cloud II, Chair: NULL
Team: Sentinels, Player: tarik, Mouse: Finalmouse Ultralight X Large, Hz: 1000.0, DPI: 800.0, Sens: 0.42, eDPI: 336.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1680x1050, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Wooting 60HE+, Headset: beyerdynamic DT 770 Pro, Chair: NULL
Team: Sentinels, Player: johnqt, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.2, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: Razer Iskur V2
Team: Sentinels, Player: bang, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: Logitech G Pro X Headset, Chair: Razer Iskur V2
Team: Sentinels, Player: Zekken, Mouse: Razer Viper V3 Pro Sentinels Edition, Hz: 1000.0, DPI: 1600.0, Sens: 0.175, eDPI: 280.0, Scoped Sens: 0.8, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: Sentinels, Player: N4RRATE, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.16, eDPI: 256.0, Scoped Sens: 0.825, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Hayate Otsu Soft Wine Red, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro White, Chair: Razer Iskur V2
Team: Sentinels, Player: aceu, Mouse: Finalmouse Ultralight X Medium, Hz: 1000.0, DPI: 1600.0, Sens: 0.2, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566X+, Resolution: 1920x1080, Mousepad: Artisan Hayate Otsu Soft Black, Keyboard: Wooting 60HE+, Headset: NULL, Chair: Razer Iskur V2
Team: Shopify Rebellion, Player: sarah, Mouse: Razer Viper Mini Signature Edition, Hz: 8000.0, DPI: 1600.0, Sens: 0.115, eDPI: 184.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Kurosun Shogun, Keyboard: Wooting 60HE+, Headset: Corsair HS80 MAX, Chair: NULL
Team: Shopify Rebellion, Player: seangares, Mouse: HyperX Pulsefire Haste, Hz: 1000.0, DPI: 800.0, Sens: 0.315, eDPI: 252.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: HyperX Fury S Pro, Keyboard: HyperX Alloy FPS, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Shopify Rebellion, Player: meL, Mouse: Razer Viper V3 Pro White, Hz: 8000.0, DPI: 800.0, Sens: 0.321, eDPI: 256.8, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan FX Hien XSoft Wine Red, Keyboard: Wooting 60HE+, Headset: NULL, Chair: Secretlab Titan EVO 2022
Team: Shopify Rebellion Black, Player: BCJ, Mouse: Fnatic x Lamzu Thorn, Hz: 1000.0, DPI: 800.0, Sens: 0.37, eDPI: 296.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1440x1080, Mousepad: ZOWIE G-SR-SE Rouge, Keyboard: Wooting 60HE+, Headset: Sennheiser GAME ONE, Chair: NULL
Team: Shopify Rebellion Black, Player: Pa1nt, Mouse: Razer Viper V3 Pro Black, Hz: NULL, DPI: 1600.0, Sens: 0.155, eDPI: 248.0, Scoped Sens: NULL, Monitor: ASUS VG248QE, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Wooting 60HE+, Headset: NULL, Chair: NULL
Team: Shopify Rebellion Black, Player: Paincakes, Mouse: Logitech G Pro Wireless, Hz: 1000.0, DPI: 800.0, Sens: 0.29, eDPI: 232.0, Scoped Sens: NULL, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: NULL, Keyboard: NULL, Headset: NULL, Chair: NULL
Team: Shopify Rebellion Black, Player: spaz, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 800.0, Sens: 0.41, eDPI: 328.0, Scoped Sens: NULL, Monitor: NULL, Resolution: 1920x1080, Mousepad: NULL, Keyboard: Wooting 60HE+, Headset: NULL, Chair: NULL
Team: SK Gaming, Player: murii, Mouse: G-Wolves Hati S+ 4K, Hz: 1000.0, DPI: 800.0, Sens: 0.375, eDPI: 300.0, Scoped Sens: 1.0, Monitor: ASUS ROG STRIX XG248Q, Resolution: 1280x1024, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V2 TKL, Headset: Razer BlackShark V2, Chair: NULL
Team: SuperMassive Esports, Player: MOJJ, Mouse: Logitech G Pro X Superlight Red, Hz: 1000.0, DPI: 400.0, Sens: 0.6, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ASUS ROG STRIX XG248Q, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Rouge, Keyboard: HyperX Alloy Origins, Headset: HyperX Cloud II, Chair: NULL
Team: T1, Player: xccurate, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 2000.0, DPI: 400.0, Sens: 0.59, eDPI: 236.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1280x960, Mousepad: Zowie G-SR II, Keyboard: Razer Huntsman V3 Pro TKL White, Headset: Logitech G PRO X 2 Headset White, Chair: Secretlab x T1 Gaming Chair
Team: T1, Player: BuZz, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.27, eDPI: 216.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1280x960, Mousepad: X-raypad Aqua Control+, Keyboard: SteelSeries Apex Pro TKL Gen 3 Black, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: T1, Player: Sylvan, Mouse: Logitech G Pro X Superlight White, Hz: 1000.0, DPI: 800.0, Sens: 0.27, eDPI: 216.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: NULL, Mousepad: SteelSeries QcK Heavy, Keyboard: Logitech G Pro X Keyboard, Headset: ASTRO A50, Chair: NULL
Team: T1, Player: Carpe, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 900.0, Sens: 0.234, eDPI: 210.6, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro V2 Red, Keyboard: SteelSeries Apex Pro TKL Gen 3 Black, Headset: Sennheiser GAME ZERO, Chair: Secretlab x T1 Gaming Chair
Team: T1, Player: stax, Mouse: Logitech G Pro X Superlight 2 Magenta, Hz: 4000.0, DPI: 800.0, Sens: 0.215, eDPI: 172.0, Scoped Sens: 0.9, Monitor: ZOWIE XL2546S, Resolution: 1920x1080, Mousepad: Artisan Type-99 Soft Black, Keyboard: SteelSeries Apex Pro TKL Gen 3 Black, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: T1, Player: iZu, Mouse: Razer Viper V3 Pro Faker Edition, Hz: 2000.0, DPI: 800.0, Sens: 0.326, eDPI: 260.8, Scoped Sens: NULL, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Type-99 Soft Black, Keyboard: SteelSeries Apex Pro TKL Gen 3 Black, Headset: NULL, Chair: Secretlab x T1 Gaming Chair
Team: T1, Player: Pkm, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 1600.0, Sens: 0.165, eDPI: 264.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: T1, Player: Meteor, Mouse: Logitech G Pro X Superlight 2 Magenta, Hz: 4000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: 1.3, Monitor: ZOWIE XL2566X+, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Orange, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: T1 Academy, Player: Moothie, Mouse: Razer Viper V3 Hyperspeed, Hz: 1000.0, DPI: 400.0, Sens: 0.45, eDPI: 180.0, Scoped Sens: 0.7, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: X-raypad Equate, Keyboard: HyperX Alloy Origins Core, Headset: NULL, Chair: NULL
Team: Talon Esports, Player: Surf, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.145, eDPI: 232.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Red, Keyboard: Wooting 60HE+, Headset: Logitech G PRO X 2 Headset Black, Chair: NULL
Team: Talon Esports, Player: Crws, Mouse: Razer DeathAdder V3 HyperSpeed, Hz: 1000.0, DPI: 400.0, Sens: 0.42, eDPI: 168.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Artisan Type-99 Matcha, Keyboard: Logitech G Pro X TKL Keyboard Magenta, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Talon Esports, Player: JitBoyS, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.5, eDPI: 400.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Orange, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Talon Esports, Player: Primmie, Mouse: HITSCAN Hyperlight White, Hz: 1000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Hayate Otsu Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: Team Envy, Player: Eggster, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.15, eDPI: 240.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: HyperX Fury S Pro XL, Keyboard: Custom Keyboard, Headset: HyperX Cloud II Wireless, Chair: NULL
Team: Team Envy, Player: canezerra, Mouse: Razer Viper V3 Pro Black, Hz: 8000.0, DPI: 1600.0, Sens: 0.087, eDPI: 139.2, Scoped Sens: 1.0, Monitor: Acer Predator XB273U, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: NULL, Chair: Razer Iskur V2
Team: Team Envy, Player: BabyJ, Mouse: Razer Deathadder V3 Pro Black, Hz: 4000.0, DPI: 1600.0, Sens: 0.104, eDPI: 166.4, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1280x960, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
